time,num
2015-12-12 06,3905
2015-12-12 07,6729
2015-12-12 08,10554
2015-12-12 09,15294
2015-12-12 10,19426
2015-12-12 11,21354
2015-12-12 12,23176
2015-12-12 13,23368
2015-12-12 14,22629
2015-12-12 15,21078
2015-12-12 16,17117
2015-12-12 17,19195
2015-12-12 18,22590
2015-12-12 19,22881
2015-12-12 20,20959
2015-12-12 21,20915
2015-12-12 22,22617
2015-12-12 23,22852
2015-12-13 00,22296
2015-12-13 01,22142
2015-12-13 02,18075
2015-12-13 03,13430
2015-12-13 04,8510
2015-12-13 05,3772
2015-12-13 06,3628
2015-12-13 07,5189
2015-12-13 08,8373
2015-12-13 09,12626
2015-12-13 10,17392
2015-12-13 11,19603
2015-12-13 12,20584
2015-12-13 13,19622
2015-12-13 14,19651
2015-12-13 15,18476
2015-12-13 16,15847
2015-12-13 17,16475
2015-12-13 18,17748
2015-12-13 19,17629
2015-12-13 20,16204
2015-12-13 21,15932
2015-12-13 22,13741
2015-12-13 23,10827
2015-12-14 00,7002
2015-12-14 01,4088
2015-12-14 02,2816
2015-12-14 03,2080
2015-12-14 04,2280
2015-12-14 05,3608
2015-12-14 06,10035
2015-12-14 07,17378
2015-12-14 08,19580
2015-12-14 09,17875
2015-12-14 10,15767
2015-12-14 11,15825
2015-12-14 12,16457
2015-12-14 13,16430
2015-12-14 14,17445
2015-12-14 15,17434
2015-12-14 16,15588
2015-12-14 17,18964
2015-12-14 18,23911
2015-12-14 19,27507
2015-12-14 20,23718
2015-12-14 21,22607
2015-12-14 22,20088
2015-12-14 23,14376
2015-12-15 00,9112
2015-12-15 01,5346
2015-12-15 02,3333
2015-12-15 03,2074
2015-12-15 04,2155
2015-12-15 05,3568
2015-12-15 06,10047
2015-12-15 07,18491
2015-12-15 08,21499
2015-12-15 09,19578
2015-12-15 10,17770
2015-12-15 11,17521
2015-12-15 12,17956
2015-12-15 13,17251
2015-12-15 14,18946
2015-12-15 15,18082
2015-12-15 16,14826
2015-12-15 17,19145
2015-12-15 18,23841
2015-12-15 19,24432
2015-12-15 20,25036
2015-12-15 21,25721
2015-12-15 22,24148
2015-12-15 23,20047
2015-12-16 00,13058
2015-12-16 01,7760
2015-12-16 02,4561
2015-12-16 03,2885
2015-12-16 04,2648
2015-12-16 05,3638
2015-12-16 06,10277
2015-12-16 07,19390
2015-12-16 08,22460
2015-12-16 09,20243
2015-12-16 10,18393
2015-12-16 11,18924
2015-12-16 12,19092
2015-12-16 13,18559
2015-12-16 14,19692
2015-12-16 15,18001
2015-12-16 16,14607
2015-12-16 17,18922
2015-12-16 18,24075
2015-12-16 19,25083
2015-12-16 20,25653
2015-12-16 21,26464
2015-12-16 22,23422
2015-12-16 23,21275
2015-12-17 00,14985
2015-12-17 01,9333
2015-12-17 02,5776
2015-12-17 03,3408
2015-12-17 04,2882
2015-12-17 05,3833
2015-12-17 06,10145
2015-12-17 07,19269
2015-12-17 08,22930
2015-12-17 09,20699
2015-12-17 10,19759
2015-12-17 11,20380
2015-12-17 12,19903
2015-12-17 13,18662
2015-12-17 14,19148
2015-12-17 15,16631
2015-12-17 16,12350
2015-12-17 17,16205
2015-12-17 18,21545
2015-12-17 19,23834
2015-12-17 20,24062
2015-12-17 21,26172
2015-12-17 22,24581
2015-12-17 23,23093
2015-12-18 00,20018
2015-12-18 01,14863
2015-12-18 02,9299
2015-12-18 03,5994
2015-12-18 04,4453
2015-12-18 05,4359
2015-12-18 06,9828
2015-12-18 07,18160
2015-12-18 08,21798
2015-12-18 09,20785
2015-12-18 10,20387
2015-12-18 11,20254
2015-12-18 12,19182
2015-12-18 13,19011
2015-12-18 14,19724
2015-12-18 15,18127
2015-12-18 16,15165
2015-12-18 17,20109
2015-12-18 18,25317
2015-12-18 19,26703
2015-12-18 20,25868
2015-12-18 21,25888
2015-12-18 22,26320
2015-12-18 23,25870
2015-12-19 00,24199
2015-12-19 01,21878
2015-12-19 02,18263
2015-12-19 03,13237
2015-12-19 04,8461
2015-12-19 05,3928
2015-12-19 06,4428
2015-12-19 07,6281
2015-12-19 08,10039
2015-12-19 09,14531
2015-12-19 10,18328
2015-12-19 11,21667
2015-12-19 12,23039
2015-12-19 13,23579
2015-12-19 14,23161
2015-12-19 15,22235
2015-12-19 16,18592
2015-12-19 17,20453
2015-12-19 18,24239
2015-12-19 19,25580
2015-12-19 20,22217
2015-12-19 21,22035
2015-12-19 22,23908
2015-12-19 23,25055
2015-12-20 00,24476
2015-12-20 01,22162
2015-12-20 02,18614
2015-12-20 03,14436
2015-12-20 04,8914
2015-12-20 05,3894
2015-12-20 06,3680
2015-12-20 07,4783
2015-12-20 08,7561
2015-12-20 09,11740
2015-12-20 10,16351
2015-12-20 11,19114
2015-12-20 12,20424
2015-12-20 13,19046
2015-12-20 14,19281
2015-12-20 15,18884
2015-12-20 16,17681
2015-12-20 17,18801
2015-12-20 18,19650
2015-12-20 19,17998
2015-12-20 20,16816
2015-12-20 21,16168
2015-12-20 22,14551
2015-12-20 23,10802
2015-12-21 00,7781
2015-12-21 01,5033
2015-12-21 02,3115
2015-12-21 03,2246
2015-12-21 04,2468
2015-12-21 05,3207
2015-12-21 06,8308
2015-12-21 07,13635
2015-12-21 08,17068
2015-12-21 09,17076
2015-12-21 10,16094
2015-12-21 11,16796
2015-12-21 12,17523
2015-12-21 13,18085
2015-12-21 14,18911
2015-12-21 15,17787
2015-12-21 16,15037
2015-12-21 17,17794
2015-12-21 18,21716
2015-12-21 19,20980
2015-12-21 20,19361
2015-12-21 21,19794
2015-12-21 22,17580
2015-12-21 23,13267
2015-12-22 00,9327
2015-12-22 01,6125
2015-12-22 02,3931
2015-12-22 03,2622
2015-12-22 04,2479
2015-12-22 05,3299
2015-12-22 06,7937
2015-12-22 07,13281
2015-12-22 08,18288
2015-12-22 09,19274
2015-12-22 10,17063
2015-12-22 11,20070
2015-12-22 12,17617
2015-12-22 13,17979
2015-12-22 14,17957
2015-12-22 15,16473
2015-12-22 16,13886
2015-12-22 17,17416
2015-12-22 18,21055
2015-12-22 19,20289
2015-12-22 20,18767
2015-12-22 21,20162
2015-12-22 22,18568
2015-12-22 23,15087
2015-12-23 00,10819
2015-12-23 01,7294
2015-12-23 02,4919
2015-12-23 03,3202
2015-12-23 04,2935
2015-12-23 05,3281
2015-12-23 06,7211
2015-12-23 07,11916
2015-12-23 08,15352
2015-12-23 09,15669
2015-12-23 10,16065
2015-12-23 11,18223
2015-12-23 12,18954
2015-12-23 13,19571
2015-12-23 14,18859
2015-12-23 15,18862
2015-12-23 16,13534
2015-12-23 17,15980
2015-12-23 18,19451
2015-12-23 19,20036
2015-12-23 20,17102
2015-12-23 21,15531
2015-12-23 22,15626
2015-12-23 23,12174
2015-12-24 00,9448
2015-12-24 01,7090
2015-12-24 02,5050
2015-12-24 03,3327
2015-12-24 04,2786
2015-12-24 05,2714
2015-12-24 06,5263
2015-12-24 07,7626
2015-12-24 08,10628
2015-12-24 09,12388
2015-12-24 10,14101
2015-12-24 11,15950
2015-12-24 12,18054
2015-12-24 13,18697
2015-12-24 14,18106
2015-12-24 15,17621
2015-12-24 16,15946
2015-12-24 17,16825
2015-12-24 18,17019
2015-12-24 19,14669
2015-12-24 20,13027
2015-12-24 21,12795
2015-12-24 22,12961
2015-12-24 23,11840
2015-12-25 00,10319
2015-12-25 01,7974
2015-12-25 02,5628
2015-12-25 03,3895
2015-12-25 04,2864
2015-12-25 05,1800
2015-12-25 06,2185
2015-12-25 07,2829
2015-12-25 08,3445
2015-12-25 09,5010
2015-12-25 10,6838
2015-12-25 11,8163
2015-12-25 12,9882
2015-12-25 13,10102
2015-12-25 14,10100
2015-12-25 15,10454
2015-12-25 16,10679
2015-12-25 17,10645
2015-12-25 18,10709
2015-12-25 19,9833
2015-12-25 20,8874
2015-12-25 21,9247
2015-12-25 22,9173
2015-12-25 23,7868
2015-12-26 00,5993
2015-12-26 01,4242
2015-12-26 02,3079
2015-12-26 03,2376
2015-12-26 04,1923
2015-12-26 05,1373
2015-12-26 06,1919
2015-12-26 07,3034
2015-12-26 08,4583
2015-12-26 09,7039
2015-12-26 10,9401
2015-12-26 11,11093
2015-12-26 12,12808
2015-12-26 13,13927
2015-12-26 14,13344
2015-12-26 15,14801
2015-12-26 16,13495
2015-12-26 17,14292
2015-12-26 18,15182
2015-12-26 19,15164
2015-12-26 20,13119
2015-12-26 21,13392
2015-12-26 22,15090
2015-12-26 23,15749
2015-12-27 00,14121
2015-12-27 01,10623
2015-12-27 02,8892
2015-12-27 03,7174
2015-12-27 04,5147
2015-12-27 05,2364
2015-12-27 06,2421
2015-12-27 07,3189
2015-12-27 08,5004
2015-12-27 09,7485
2015-12-27 10,10530
2015-12-27 11,12514
2015-12-27 12,13782
2015-12-27 13,14054
2015-12-27 14,13984
2015-12-27 15,14252
2015-12-27 16,14059
2015-12-27 17,14107
2015-12-27 18,15660
2015-12-27 19,14322
2015-12-27 20,14760
2015-12-27 21,13036
2015-12-27 22,12408
2015-12-27 23,10075
2015-12-28 00,7452
2015-12-28 01,4877
2015-12-28 02,3130
2015-12-28 03,2244
2015-12-28 04,2038
2015-12-28 05,2246
2015-12-28 06,5211
2015-12-28 07,7779
2015-12-28 08,10810
2015-12-28 09,12336
2015-12-28 10,13002
2015-12-28 11,14311
2015-12-28 12,15977
2015-12-28 13,16316
2015-12-28 14,17334
2015-12-28 15,16852
2015-12-28 16,15092
2015-12-28 17,16867
2015-12-28 18,19842
2015-12-28 19,21247
2015-12-28 20,17004
2015-12-28 21,15815
2015-12-28 22,15460
2015-12-28 23,12097
2015-12-29 00,8791
2015-12-29 01,5799
2015-12-29 02,3601
2015-12-29 03,2334
2015-12-29 04,1963
2015-12-29 05,2513
2015-12-29 06,6189
2015-12-29 07,8962
2015-12-29 08,11615
2015-12-29 09,15105
2015-12-29 10,14621
2015-12-29 11,15239
2015-12-29 12,16223
2015-12-29 13,16128
2015-12-29 14,16403
2015-12-29 15,16480
2015-12-29 16,14981
2015-12-29 17,17271
2015-12-29 18,19714
2015-12-29 19,18421
2015-12-29 20,16282
2015-12-29 21,17474
2015-12-29 22,16521
2015-12-29 23,14092
2015-12-30 00,10759
2015-12-30 01,7315
2015-12-30 02,4934
2015-12-30 03,3381
2015-12-30 04,2760
2015-12-30 05,2506
2015-12-30 06,5433
2015-12-30 07,7710
2015-12-30 08,11220
2015-12-30 09,13162
2015-12-30 10,13586
2015-12-30 11,14388
2015-12-30 12,14776
2015-12-30 13,15566
2015-12-30 14,16658
2015-12-30 15,15942
2015-12-30 16,14213
2015-12-30 17,16478
2015-12-30 18,18806
2015-12-30 19,18821
2015-12-30 20,17609
2015-12-30 21,17869
2015-12-30 22,20776
2015-12-30 23,19446
2015-12-31 00,13759
2015-12-31 01,9319
2015-12-31 02,7014
2015-12-31 03,4806
2015-12-31 04,3317
2015-12-31 05,2481
2015-12-31 06,4587
2015-12-31 07,7007
2015-12-31 08,9702
2015-12-31 09,11163
2015-12-31 10,12743
2015-12-31 11,14779
2015-12-31 12,16221
2015-12-31 13,17044
2015-12-31 14,17887
2015-12-31 15,18159
2015-12-31 16,16828
2015-12-31 17,17349
2015-12-31 18,18761
2015-12-31 19,20383
2015-12-31 20,22052
2015-12-31 21,23040
2015-12-31 22,20683
2015-12-31 23,16692
2016-01-01 00,24536
2016-01-01 01,27638
2016-01-01 02,24615
2016-01-01 03,20445
2016-01-01 04,14643
2016-01-01 05,7517
2016-01-01 06,5542
2016-01-01 07,4811
2016-01-01 08,4557
2016-01-01 09,5663
2016-01-01 10,7977
2016-01-01 11,11255
2016-01-01 12,13291
2016-01-01 13,14862
2016-01-01 14,15515
2016-01-01 15,15114
2016-01-01 16,13903
2016-01-01 17,14967
2016-01-01 18,15935
2016-01-01 19,15022
2016-01-01 20,12570
2016-01-01 21,12436
2016-01-01 22,13064
2016-01-01 23,12364
2016-01-02 00,10795
2016-01-02 01,8234
2016-01-02 02,6399
2016-01-02 03,5193
2016-01-02 04,3692
2016-01-02 05,1960
2016-01-02 06,2683
2016-01-02 07,3679
2016-01-02 08,5695
2016-01-02 09,8753
2016-01-02 10,11907
2016-01-02 11,14424
2016-01-02 12,16197
2016-01-02 13,16959
2016-01-02 14,16839
2016-01-02 15,17387
2016-01-02 16,16620
2016-01-02 17,18236
2016-01-02 18,19567
2016-01-02 19,19848
2016-01-02 20,16608
2016-01-02 21,17066
2016-01-02 22,18339
2016-01-02 23,18661
2016-01-03 00,17523
2016-01-03 01,15367
2016-01-03 02,12932
2016-01-03 03,9691
2016-01-03 04,6731
2016-01-03 05,2900
2016-01-03 06,2879
2016-01-03 07,3750
2016-01-03 08,5463
2016-01-03 09,8742
2016-01-03 10,12519
2016-01-03 11,14489
2016-01-03 12,16303
2016-01-03 13,16132
2016-01-03 14,16687
2016-01-03 15,15988
2016-01-03 16,16651
2016-01-03 17,16764
2016-01-03 18,16664
2016-01-03 19,14654
2016-01-03 20,12586
2016-01-03 21,11422
2016-01-03 22,9904
2016-01-03 23,7679
2016-01-04 00,5224
2016-01-04 01,3209
2016-01-04 02,2157
2016-01-04 03,1484
2016-01-04 04,1772
2016-01-04 05,2964
2016-01-04 06,8973
2016-01-04 07,15124
2016-01-04 08,18495
2016-01-04 09,16587
2016-01-04 10,13523
2016-01-04 11,13104
2016-01-04 12,14019
2016-01-04 13,14066
2016-01-04 14,15786
2016-01-04 15,16820
2016-01-04 16,15904
2016-01-04 17,19110
2016-01-04 18,22163
2016-01-04 19,21240
2016-01-04 20,17916
2016-01-04 21,15816
2016-01-04 22,13974
2016-01-04 23,9070
2016-01-05 00,6330
2016-01-05 01,3925
2016-01-05 02,2293
2016-01-05 03,1537
2016-01-05 04,1536
2016-01-05 05,3239
2016-01-05 06,9512
2016-01-05 07,17771
2016-01-05 08,21577
2016-01-05 09,19126
2016-01-05 10,16066
2016-01-05 11,15847
2016-01-05 12,15942
2016-01-05 13,15336
2016-01-05 14,16848
2016-01-05 15,17630
2016-01-05 16,15491
2016-01-05 17,18597
2016-01-05 18,22342
2016-01-05 19,20969
2016-01-05 20,19699
2016-01-05 21,18595
2016-01-05 22,15174
2016-01-05 23,10910
2016-01-06 00,6781
2016-01-06 01,4127
2016-01-06 02,2619
2016-01-06 03,1795
2016-01-06 04,1842
2016-01-06 05,2976
2016-01-06 06,8896
2016-01-06 07,17020
2016-01-06 08,20406
2016-01-06 09,19009
2016-01-06 10,15989
2016-01-06 11,15646
2016-01-06 12,16194
2016-01-06 13,15775
2016-01-06 14,16921
2016-01-06 15,17041
2016-01-06 16,14906
2016-01-06 17,18488
2016-01-06 18,22726
2016-01-06 19,22399
2016-01-06 20,20888
2016-01-06 21,20118
2016-01-06 22,18052
2016-01-06 23,12160
2016-01-07 00,7883
2016-01-07 01,4922
2016-01-07 02,3136
2016-01-07 03,2014
2016-01-07 04,1863
2016-01-07 05,3123
2016-01-07 06,9459
2016-01-07 07,17375
2016-01-07 08,20405
2016-01-07 09,18719
2016-01-07 10,16015
2016-01-07 11,15694
2016-01-07 12,16359
2016-01-07 13,16120
2016-01-07 14,17746
2016-01-07 15,17476
2016-01-07 16,15019
2016-01-07 17,18377
2016-01-07 18,23179
2016-01-07 19,23687
2016-01-07 20,21777
2016-01-07 21,21986
2016-01-07 22,20464
2016-01-07 23,16512
2016-01-08 00,10889
2016-01-08 01,7236
2016-01-08 02,4751
2016-01-08 03,3132
2016-01-08 04,2553
2016-01-08 05,3260
2016-01-08 06,8815
2016-01-08 07,16969
2016-01-08 08,20187
2016-01-08 09,19164
2016-01-08 10,16625
2016-01-08 11,16723
2016-01-08 12,17228
2016-01-08 13,17068
2016-01-08 14,18706
2016-01-08 15,18217
2016-01-08 16,16045
2016-01-08 17,19745
2016-01-08 18,24099
2016-01-08 19,25321
2016-01-08 20,22121
2016-01-08 21,21449
2016-01-08 22,22997
2016-01-08 23,22122
2016-01-09 00,20480
2016-01-09 01,17922
2016-01-09 02,14400
2016-01-09 03,10475
2016-01-09 04,6279
2016-01-09 05,2819
2016-01-09 06,3594
2016-01-09 07,6023
2016-01-09 08,8806
2016-01-09 09,13577
2016-01-09 10,16127
2016-01-09 11,18279
2016-01-09 12,21972
2016-01-09 13,20098
2016-01-09 14,18901
2016-01-09 15,19914
2016-01-09 16,18774
2016-01-09 17,20357
2016-01-09 18,22833
2016-01-09 19,23581
2016-01-09 20,20330
2016-01-09 21,19314
2016-01-09 22,22074
2016-01-09 23,22922
2016-01-10 00,24250
2016-01-10 01,20699
2016-01-10 02,17617
2016-01-10 03,13127
2016-01-10 04,7457
2016-01-10 05,2917
2016-01-10 06,3137
2016-01-10 07,4784
2016-01-10 08,7775
2016-01-10 09,10963
2016-01-10 10,16058
2016-01-10 11,18081
2016-01-10 12,19013
2016-01-10 13,17744
2016-01-10 14,17213
2016-01-10 15,19571
2016-01-10 16,17228
2016-01-10 17,17591
2016-01-10 18,18082
2016-01-10 19,15217
2016-01-10 20,13585
2016-01-10 21,12877
2016-01-10 22,11565
2016-01-10 23,9113
2016-01-11 00,5698
2016-01-11 01,3567
2016-01-11 02,2238
2016-01-11 03,1516
2016-01-11 04,1821
2016-01-11 05,3287
2016-01-11 06,9582
2016-01-11 07,16835
2016-01-11 08,19759
2016-01-11 09,18292
2016-01-11 10,15798
2016-01-11 11,15218
2016-01-11 12,15763
2016-01-11 13,15317
2016-01-11 14,16760
2016-01-11 15,17382
2016-01-11 16,16095
2016-01-11 17,19741
2016-01-11 18,23346
2016-01-11 19,22558
2016-01-11 20,20721
2016-01-11 21,18934
2016-01-11 22,15700
2016-01-11 23,10254
2016-01-12 00,7999
2016-01-12 01,4220
2016-01-12 02,2586
2016-01-12 03,1762
2016-01-12 04,1806
2016-01-12 05,3143
2016-01-12 06,9250
2016-01-12 07,17772
2016-01-12 08,21596
2016-01-12 09,19978
2016-01-12 10,17380
2016-01-12 11,18109
2016-01-12 12,16654
2016-01-12 13,16364
2016-01-12 14,17630
2016-01-12 15,17817
2016-01-12 16,15860
2016-01-12 17,18758
2016-01-12 18,23229
2016-01-12 19,22364
2016-01-12 20,21886
2016-01-12 21,22405
2016-01-12 22,20168
2016-01-12 23,13260
2016-01-13 00,8337
2016-01-13 01,4789
2016-01-13 02,2949
2016-01-13 03,2029
2016-01-13 04,2012
2016-01-13 05,3367
2016-01-13 06,10060
2016-01-13 07,18998
2016-01-13 08,22885
2016-01-13 09,20404
2016-01-13 10,17877
2016-01-13 11,17785
2016-01-13 12,18416
2016-01-13 13,17703
2016-01-13 14,19165
2016-01-13 15,18748
2016-01-13 16,16327
2016-01-13 17,20564
2016-01-13 18,25367
2016-01-13 19,25602
2016-01-13 20,24748
2016-01-13 21,24180
2016-01-13 22,21301
2016-01-13 23,15153
2016-01-14 00,9399
2016-01-14 01,5482
2016-01-14 02,3472
2016-01-14 03,2363
2016-01-14 04,2087
2016-01-14 05,3460
2016-01-14 06,9839
2016-01-14 07,18645
2016-01-14 08,22289
2016-01-14 09,20110
2016-01-14 10,17420
2016-01-14 11,17364
2016-01-14 12,18696
2016-01-14 13,17678
2016-01-14 14,19649
2016-01-14 15,18955
2016-01-14 16,15866
2016-01-14 17,19197
2016-01-14 18,23840
2016-01-14 19,24629
2016-01-14 20,23940
2016-01-14 21,24003
2016-01-14 22,21984
2016-01-14 23,17907
2016-01-15 00,12644
2016-01-15 01,8035
2016-01-15 02,5342
2016-01-15 03,3606
2016-01-15 04,3046
2016-01-15 05,3589
2016-01-15 06,9205
2016-01-15 07,17539
2016-01-15 08,21045
2016-01-15 09,19474
2016-01-15 10,16670
2016-01-15 11,16609
2016-01-15 12,17478
2016-01-15 13,17040
2016-01-15 14,19295
2016-01-15 15,18323
2016-01-15 16,16019
2016-01-15 17,19611
2016-01-15 18,24336
2016-01-15 19,24995
2016-01-15 20,22177
2016-01-15 21,22193
2016-01-15 22,22193
2016-01-15 23,22416
2016-01-16 00,20526
2016-01-16 01,19300
2016-01-16 02,15342
2016-01-16 03,10534
2016-01-16 04,6660
2016-01-16 05,3091
2016-01-16 06,3712
2016-01-16 07,5877
2016-01-16 08,8852
2016-01-16 09,12875
2016-01-16 10,15645
2016-01-16 11,17754
2016-01-16 12,19139
2016-01-16 13,19599
2016-01-16 14,18819
2016-01-16 15,20123
2016-01-16 16,20100
2016-01-16 17,21919
2016-01-16 18,23628
2016-01-16 19,23958
2016-01-16 20,20808
2016-01-16 21,20417
2016-01-16 22,22367
2016-01-16 23,23727
2016-01-17 00,22957
2016-01-17 01,20498
2016-01-17 02,17519
2016-01-17 03,13157
2016-01-17 04,8052
2016-01-17 05,3212
2016-01-17 06,3178
2016-01-17 07,4600
2016-01-17 08,7404
2016-01-17 09,10793
2016-01-17 10,15207
2016-01-17 11,17823
2016-01-17 12,20671
2016-01-17 13,20747
2016-01-17 14,19885
2016-01-17 15,19822
2016-01-17 16,19685
2016-01-17 17,19349
2016-01-17 18,20050
2016-01-17 19,17956
2016-01-17 20,16339
2016-01-17 21,15453
2016-01-17 22,15287
2016-01-17 23,12838
2016-01-18 00,10135
2016-01-18 01,7004
2016-01-18 02,4887
2016-01-18 03,3411
2016-01-18 04,2698
2016-01-18 05,2391
2016-01-18 06,4758
2016-01-18 07,7794
2016-01-18 08,12475
2016-01-18 09,14606
2016-01-18 10,15614
2016-01-18 11,17118
2016-01-18 12,19182
2016-01-18 13,18776
2016-01-18 14,19732
2016-01-18 15,20204
2016-01-18 16,18913
2016-01-18 17,20988
2016-01-18 18,23202
2016-01-18 19,21131
2016-01-18 20,17805
2016-01-18 21,16203
2016-01-18 22,14791
2016-01-18 23,9771
2016-01-19 00,6910
2016-01-19 01,3861
2016-01-19 02,2262
2016-01-19 03,1523
2016-01-19 04,1722
2016-01-19 05,3472
2016-01-19 06,10399
2016-01-19 07,19853
2016-01-19 08,23120
2016-01-19 09,20869
2016-01-19 10,18989
2016-01-19 11,18244
2016-01-19 12,18224
2016-01-19 13,18082
2016-01-19 14,19083
2016-01-19 15,19047
2016-01-19 16,16716
2016-01-19 17,19656
2016-01-19 18,24248
2016-01-19 19,23898
2016-01-19 20,22929
2016-01-19 21,22181
2016-01-19 22,18752
2016-01-19 23,12479
2016-01-20 00,8283
2016-01-20 01,4679
2016-01-20 02,2823
2016-01-20 03,2086
2016-01-20 04,1942
2016-01-20 05,3452
2016-01-20 06,9829
2016-01-20 07,18484
2016-01-20 08,21892
2016-01-20 09,19947
2016-01-20 10,17442
2016-01-20 11,17418
2016-01-20 12,17558
2016-01-20 13,16881
2016-01-20 14,18308
2016-01-20 15,17939
2016-01-20 16,15483
2016-01-20 17,19041
2016-01-20 18,23919
2016-01-20 19,24233
2016-01-20 20,23141
2016-01-20 21,23346
2016-01-20 22,21466
2016-01-20 23,14913
2016-01-21 00,8963
2016-01-21 01,5434
2016-01-21 02,3440
2016-01-21 03,2289
2016-01-21 04,2188
2016-01-21 05,3407
2016-01-21 06,9977
2016-01-21 07,18716
2016-01-21 08,21809
2016-01-21 09,20160
2016-01-21 10,17635
2016-01-21 11,17383
2016-01-21 12,18166
2016-01-21 13,17605
2016-01-21 14,19137
2016-01-21 15,18315
2016-01-21 16,15806
2016-01-21 17,19544
2016-01-21 18,24790
2016-01-21 19,25773
2016-01-21 20,24656
2016-01-21 21,24691
2016-01-21 22,23089
2016-01-21 23,18515
2016-01-22 00,13691
2016-01-22 01,8404
2016-01-22 02,5366
2016-01-22 03,3635
2016-01-22 04,3047
2016-01-22 05,3745
2016-01-22 06,9513
2016-01-22 07,18312
2016-01-22 08,22053
2016-01-22 09,20041
2016-01-22 10,17693
2016-01-22 11,17761
2016-01-22 12,18633
2016-01-22 13,18868
2016-01-22 14,20218
2016-01-22 15,19434
2016-01-22 16,16840
2016-01-22 17,20958
2016-01-22 18,25820
2016-01-22 19,26941
2016-01-22 20,22987
2016-01-22 21,22172
2016-01-22 22,23102
2016-01-22 23,21342
2016-01-23 00,18337
2016-01-23 01,13411
2016-01-23 02,10011
2016-01-23 03,7581
2016-01-23 04,4044
2016-01-23 05,1496
2016-01-23 06,1474
2016-01-23 07,1708
2016-01-23 08,1932
2016-01-23 09,2229
2016-01-23 10,2584
2016-01-23 11,2963
2016-01-23 12,2900
2016-01-23 13,2478
2016-01-23 14,1244
2016-01-23 15,562
2016-01-23 16,171
2016-01-23 17,59
2016-01-23 18,40
2016-01-23 19,16
2016-01-23 20,7
2016-01-23 21,10
2016-01-23 22,10
2016-01-23 23,9
2016-01-24 00,15
2016-01-24 01,8
2016-01-24 02,13
2016-01-24 03,12
2016-01-24 04,19
2016-01-24 05,29
2016-01-24 06,109
2016-01-24 07,597
2016-01-24 08,1304
2016-01-24 09,2595
2016-01-24 10,4766
2016-01-24 11,7164
2016-01-24 12,8981
2016-01-24 13,9713
2016-01-24 14,11456
2016-01-24 15,12141
2016-01-24 16,11800
2016-01-24 17,12432
2016-01-24 18,14282
2016-01-24 19,13346
2016-01-24 20,11568
2016-01-24 21,11381
2016-01-24 22,10398
2016-01-24 23,7332
2016-01-25 00,5444
2016-01-25 01,3267
2016-01-25 02,2302
2016-01-25 03,1601
2016-01-25 04,1980
2016-01-25 05,3275
2016-01-25 06,7531
2016-01-25 07,12097
2016-01-25 08,13621
2016-01-25 09,13089
2016-01-25 10,12139
2016-01-25 11,11868
2016-01-25 12,12111
2016-01-25 13,11895
2016-01-25 14,13094
2016-01-25 15,13729
2016-01-25 16,12525
2016-01-25 17,15479
2016-01-25 18,18674
2016-01-25 19,18872
2016-01-25 20,17861
2016-01-25 21,16910
2016-01-25 22,14889
2016-01-25 23,10551
2016-01-26 00,7142
2016-01-26 01,4132
2016-01-26 02,2513
2016-01-26 03,1732
2016-01-26 04,1824
2016-01-26 05,3649
2016-01-26 06,9361
2016-01-26 07,16030
2016-01-26 08,18159
2016-01-26 09,16517
2016-01-26 10,14559
2016-01-26 11,13894
2016-01-26 12,14171
2016-01-26 13,14032
2016-01-26 14,14997
2016-01-26 15,15209
2016-01-26 16,12857
2016-01-26 17,16327
2016-01-26 18,20625
2016-01-26 19,20750
2016-01-26 20,20426
2016-01-26 21,20639
2016-01-26 22,19452
2016-01-26 23,13820
2016-01-27 00,8393
2016-01-27 01,4835
2016-01-27 02,3174
2016-01-27 03,2111
2016-01-27 04,2082
2016-01-27 05,3403
2016-01-27 06,9716
2016-01-27 07,17326
2016-01-27 08,19883
2016-01-27 09,18148
2016-01-27 10,15578
2016-01-27 11,14891
2016-01-27 12,15522
2016-01-27 13,15373
2016-01-27 14,16183
2016-01-27 15,16132
2016-01-27 16,13810
2016-01-27 17,17856
2016-01-27 18,22606
2016-01-27 19,23381
2016-01-27 20,22753
2016-01-27 21,22681
2016-01-27 22,21190
2016-01-27 23,17456
2016-01-28 00,10223
2016-01-28 01,5954
2016-01-28 02,3805
2016-01-28 03,2451
2016-01-28 04,2316
2016-01-28 05,3570
2016-01-28 06,10133
2016-01-28 07,17898
2016-01-28 08,20406
2016-01-28 09,18763
2016-01-28 10,16594
2016-01-28 11,16155
2016-01-28 12,16404
2016-01-28 13,15864
2016-01-28 14,17455
2016-01-28 15,17065
2016-01-28 16,14360
2016-01-28 17,18313
2016-01-28 18,23388
2016-01-28 19,24441
2016-01-28 20,24144
2016-01-28 21,24407
2016-01-28 22,23339
2016-01-28 23,19713
2016-01-29 00,13603
2016-01-29 01,8551
2016-01-29 02,5735
2016-01-29 03,3703
2016-01-29 04,3212
2016-01-29 05,3490
2016-01-29 06,9478
2016-01-29 07,17767
2016-01-29 08,20895
2016-01-29 09,18847
2016-01-29 10,16500
2016-01-29 11,16318
2016-01-29 12,17657
2016-01-29 13,17794
2016-01-29 14,19101
2016-01-29 15,17647
2016-01-29 16,15718
2016-01-29 17,20186
2016-01-29 18,25001
2016-01-29 19,26680
2016-01-29 20,24727
