time,num
2015-09-06 02,11774
2015-09-06 03,9005
2015-09-06 04,6358
2015-09-06 05,2813
2015-09-06 06,2862
2015-09-06 07,4059
2015-09-06 08,5696
2015-09-06 09,8600
2015-09-06 10,11776
2015-09-06 11,13520
2015-09-06 12,14245
2015-09-06 13,14949
2015-09-06 14,15340
2015-09-06 15,14651
2015-09-06 16,14693
2015-09-06 17,15757
2015-09-06 18,16316
2015-09-06 19,15404
2015-09-06 20,14704
2015-09-06 21,14371
2015-09-06 22,14406
2015-09-06 23,14449
2015-09-07 00,12449
2015-09-07 01,9176
2015-09-07 02,7044
2015-09-07 03,5009
2015-09-07 04,3554
2015-09-07 05,2300
2015-09-07 06,3057
2015-09-07 07,4138
2015-09-07 08,5467
2015-09-07 09,7809
2015-09-07 10,10704
2015-09-07 11,12412
2015-09-07 12,14116
2015-09-07 13,14559
2015-09-07 14,15800
2015-09-07 15,15818
2015-09-07 16,15342
2015-09-07 17,16793
2015-09-07 18,17541
2015-09-07 19,17127
2015-09-07 20,16082
2015-09-07 21,15425
2015-09-07 22,13900
2015-09-07 23,10546
2015-09-08 00,6638
2015-09-08 01,3731
2015-09-08 02,2243
2015-09-08 03,1503
2015-09-08 04,1739
2015-09-08 05,3566
2015-09-08 06,10028
2015-09-08 07,17476
2015-09-08 08,20069
2015-09-08 09,19519
2015-09-08 10,17848
2015-09-08 11,17939
2015-09-08 12,18609
2015-09-08 13,18941
2015-09-08 14,19477
2015-09-08 15,18576
2015-09-08 16,16000
2015-09-08 17,19096
2015-09-08 18,23515
2015-09-08 19,23719
2015-09-08 20,22632
2015-09-08 21,21015
2015-09-08 22,18575
2015-09-08 23,13664
2015-09-09 00,9265
2015-09-09 01,5347
2015-09-09 02,3457
2015-09-09 03,2188
2015-09-09 04,2090
2015-09-09 05,3550
2015-09-09 06,10289
2015-09-09 07,19522
2015-09-09 08,21594
2015-09-09 09,20748
2015-09-09 10,19591
2015-09-09 11,19172
2015-09-09 12,19650
2015-09-09 13,19320
2015-09-09 14,19965
2015-09-09 15,18376
2015-09-09 16,14713
2015-09-09 17,16876
2015-09-09 18,21920
2015-09-09 19,23866
2015-09-09 20,24041
2015-09-09 21,23290
2015-09-09 22,22596
2015-09-09 23,17605
2015-09-10 00,12287
2015-09-10 01,7463
2015-09-10 02,4175
2015-09-10 03,2927
2015-09-10 04,2785
2015-09-10 05,3938
2015-09-10 06,11287
2015-09-10 07,20556
2015-09-10 08,21171
2015-09-10 09,20495
2015-09-10 10,18839
2015-09-10 11,18246
2015-09-10 12,18427
2015-09-10 13,17946
2015-09-10 14,18529
2015-09-10 15,15647
2015-09-10 16,12673
2015-09-10 17,17804
2015-09-10 18,21902
2015-09-10 19,22526
2015-09-10 20,24501
2015-09-10 21,23986
2015-09-10 22,22955
2015-09-10 23,21394
2015-09-11 00,15186
2015-09-11 01,9587
2015-09-11 02,6530
2015-09-11 03,4523
2015-09-11 04,3560
2015-09-11 05,4045
2015-09-11 06,10548
2015-09-11 07,18733
2015-09-11 08,19909
2015-09-11 09,19722
2015-09-11 10,18512
2015-09-11 11,18198
2015-09-11 12,18006
2015-09-11 13,17024
2015-09-11 14,18388
2015-09-11 15,16810
2015-09-11 16,13281
2015-09-11 17,16727
2015-09-11 18,21841
2015-09-11 19,25003
2015-09-11 20,24444
2015-09-11 21,23472
2015-09-11 22,23951
2015-09-11 23,23568
2015-09-12 00,21674
2015-09-12 01,20170
2015-09-12 02,17275
2015-09-12 03,12794
2015-09-12 04,7956
2015-09-12 05,3652
2015-09-12 06,4668
2015-09-12 07,7129
2015-09-12 08,10758
2015-09-12 09,14824
2015-09-12 10,17641
2015-09-12 11,19904
2015-09-12 12,20152
2015-09-12 13,19666
2015-09-12 14,19171
2015-09-12 15,19579
2015-09-12 16,17714
2015-09-12 17,20791
2015-09-12 18,23766
2015-09-12 19,24180
2015-09-12 20,23711
2015-09-12 21,20196
2015-09-12 22,22682
2015-09-12 23,25216
2015-09-13 00,21856
2015-09-13 01,20413
2015-09-13 02,17510
2015-09-13 03,12872
2015-09-13 04,8125
2015-09-13 05,3537
2015-09-13 06,3788
2015-09-13 07,5086
2015-09-13 08,8665
2015-09-13 09,11781
2015-09-13 10,15870
2015-09-13 11,18250
2015-09-13 12,19401
2015-09-13 13,19020
2015-09-13 14,19265
2015-09-13 15,19971
2015-09-13 16,18147
2015-09-13 17,19245
2015-09-13 18,19326
2015-09-13 19,19056
2015-09-13 20,17138
2015-09-13 21,16556
2015-09-13 22,15304
2015-09-13 23,13203
2015-09-14 00,8445
2015-09-14 01,4950
2015-09-14 02,3181
2015-09-14 03,2286
2015-09-14 04,2428
2015-09-14 05,3407
2015-09-14 06,8591
2015-09-14 07,13897
2015-09-14 08,16710
2015-09-14 09,17175
2015-09-14 10,16247
2015-09-14 11,15613
2015-09-14 12,16610
2015-09-14 13,16703
2015-09-14 14,16803
2015-09-14 15,16563
2015-09-14 16,15222
2015-09-14 17,18080
2015-09-14 18,21627
2015-09-14 19,21876
2015-09-14 20,20405
2015-09-14 21,19209
2015-09-14 22,17800
2015-09-14 23,13785
2015-09-15 00,8488
2015-09-15 01,5502
2015-09-15 02,3598
2015-09-15 03,2296
2015-09-15 04,2233
2015-09-15 05,3424
2015-09-15 06,9357
2015-09-15 07,16565
2015-09-15 08,18931
2015-09-15 09,18917
2015-09-15 10,17128
2015-09-15 11,16960
2015-09-15 12,17726
2015-09-15 13,17805
2015-09-15 14,18698
2015-09-15 15,17850
2015-09-15 16,15048
2015-09-15 17,18317
2015-09-15 18,23205
2015-09-15 19,24493
2015-09-15 20,23734
2015-09-15 21,22883
2015-09-15 22,20744
2015-09-15 23,16385
2015-09-16 00,10648
2015-09-16 01,6681
2015-09-16 02,4287
2015-09-16 03,2864
2015-09-16 04,2611
2015-09-16 05,3729
2015-09-16 06,10442
2015-09-16 07,19116
2015-09-16 08,21031
2015-09-16 09,19938
2015-09-16 10,18489
2015-09-16 11,18231
2015-09-16 12,18528
2015-09-16 13,18278
2015-09-16 14,19108
2015-09-16 15,17545
2015-09-16 16,14251
2015-09-16 17,17887
2015-09-16 18,22812
2015-09-16 19,24800
2015-09-16 20,24952
2015-09-16 21,24434
2015-09-16 22,22831
2015-09-16 23,18754
2015-09-17 00,13673
2015-09-17 01,8137
2015-09-17 02,4886
2015-09-17 03,3165
2015-09-17 04,2916
2015-09-17 05,3872
2015-09-17 06,10519
2015-09-17 07,19389
2015-09-17 08,21166
2015-09-17 09,19900
2015-09-17 10,18890
2015-09-17 11,18597
2015-09-17 12,18997
2015-09-17 13,18481
2015-09-17 14,18942
2015-09-17 15,17071
2015-09-17 16,13559
2015-09-17 17,17185
2015-09-17 18,22711
2015-09-17 19,25028
2015-09-17 20,24954
2015-09-17 21,24831
2015-09-17 22,23707
2015-09-17 23,20718
2015-09-18 00,17083
2015-09-18 01,11000
2015-09-18 02,7421
2015-09-18 03,4964
2015-09-18 04,3792
2015-09-18 05,3911
2015-09-18 06,10249
2015-09-18 07,18490
2015-09-18 08,20610
2015-09-18 09,19814
2015-09-18 10,18114
2015-09-18 11,18099
2015-09-18 12,18164
2015-09-18 13,17228
2015-09-18 14,18705
2015-09-18 15,17024
2015-09-18 16,14418
2015-09-18 17,19178
2015-09-18 18,24623
2015-09-18 19,26459
2015-09-18 20,25142
2015-09-18 21,24049
2015-09-18 22,24971
2015-09-18 23,24255
2015-09-19 00,22181
2015-09-19 01,19829
2015-09-19 02,17060
2015-09-19 03,12410
2015-09-19 04,7799
2015-09-19 05,3582
2015-09-19 06,4463
2015-09-19 07,7504
2015-09-19 08,12353
2015-09-19 09,15809
2015-09-19 10,18428
2015-09-19 11,19969
2015-09-19 12,20733
2015-09-19 13,21155
2015-09-19 14,19898
2015-09-19 15,20219
2015-09-19 16,18044
2015-09-19 17,20806
2015-09-19 18,24739
2015-09-19 19,24416
2015-09-19 20,22296
2015-09-19 21,21845
2015-09-19 22,23233
2015-09-19 23,25112
2015-09-20 00,23005
2015-09-20 01,21228
2015-09-20 02,18149
2015-09-20 03,13826
2015-09-20 04,8550
2015-09-20 05,3828
2015-09-20 06,4656
2015-09-20 07,5425
2015-09-20 08,9344
2015-09-20 09,12960
2015-09-20 10,16712
2015-09-20 11,18664
2015-09-20 12,19949
2015-09-20 13,19171
2015-09-20 14,18890
2015-09-20 15,18624
2015-09-20 16,18557
2015-09-20 17,19258
2015-09-20 18,21045
2015-09-20 19,20377
2015-09-20 20,17922
2015-09-20 21,16283
2015-09-20 22,14075
2015-09-20 23,11573
2015-09-21 00,7140
2015-09-21 01,4218
2015-09-21 02,2658
2015-09-21 03,1865
2015-09-21 04,2107
2015-09-21 05,3801
2015-09-21 06,9930
2015-09-21 07,17056
2015-09-21 08,19273
2015-09-21 09,18163
2015-09-21 10,16551
2015-09-21 11,16074
2015-09-21 12,16274
2015-09-21 13,15758
2015-09-21 14,17575
2015-09-21 15,17258
2015-09-21 16,15463
2015-09-21 17,19257
2015-09-21 18,22705
2015-09-21 19,23517
2015-09-21 20,22081
2015-09-21 21,20873
2015-09-21 22,17983
2015-09-21 23,13298
2015-09-22 00,8227
2015-09-22 01,4689
2015-09-22 02,3008
2015-09-22 03,1972
2015-09-22 04,1898
2015-09-22 05,3457
2015-09-22 06,10115
2015-09-22 07,17987
2015-09-22 08,20074
2015-09-22 09,18744
2015-09-22 10,16636
2015-09-22 11,16766
2015-09-22 12,17012
2015-09-22 13,17214
2015-09-22 14,18470
2015-09-22 15,17376
2015-09-22 16,15461
2015-09-22 17,19803
2015-09-22 18,23740
2015-09-22 19,22646
2015-09-22 20,21794
2015-09-22 21,21630
2015-09-22 22,19330
2015-09-22 23,13866
2015-09-23 00,8886
2015-09-23 01,5381
2015-09-23 02,3621
2015-09-23 03,2418
2015-09-23 04,2152
2015-09-23 05,3004
2015-09-23 06,8224
2015-09-23 07,13124
2015-09-23 08,16163
2015-09-23 09,16875
2015-09-23 10,16362
2015-09-23 11,15283
2015-09-23 12,15982
2015-09-23 13,16583
2015-09-23 14,17077
2015-09-23 15,15976
2015-09-23 16,15252
2015-09-23 17,18858
2015-09-23 18,22853
2015-09-23 19,24507
2015-09-23 20,23369
2015-09-23 21,23213
2015-09-23 22,20928
2015-09-23 23,15620
2015-09-24 00,9748
2015-09-24 01,6056
2015-09-24 02,3923
2015-09-24 03,2548
2015-09-24 04,2376
2015-09-24 05,3589
2015-09-24 06,8569
2015-09-24 07,12502
2015-09-24 08,14167
2015-09-24 09,14493
2015-09-24 10,14014
2015-09-24 11,14109
2015-09-24 12,14306
2015-09-24 13,13956
2015-09-24 14,14728
2015-09-24 15,14592
2015-09-24 16,13466
2015-09-24 17,16259
2015-09-24 18,18524
2015-09-24 19,20006
2015-09-24 20,20261
2015-09-24 21,19526
2015-09-24 22,19153
2015-09-24 23,17349
2015-09-25 00,14369
2015-09-25 01,10016
2015-09-25 02,6240
2015-09-25 03,4310
2015-09-25 04,3355
2015-09-25 05,3752
2015-09-25 06,8501
2015-09-25 07,13826
2015-09-25 08,15221
2015-09-25 09,14520
2015-09-25 10,13248
2015-09-25 11,13742
2015-09-25 12,13542
2015-09-25 13,13917
2015-09-25 14,15193
2015-09-25 15,14849
2015-09-25 16,14180
2015-09-25 17,16657
2015-09-25 18,21107
2015-09-25 19,23231
2015-09-25 20,22447
2015-09-25 21,22335
2015-09-25 22,24405
2015-09-25 23,24373
2015-09-26 00,21877
2015-09-26 01,19147
2015-09-26 02,15779
2015-09-26 03,11591
2015-09-26 04,7246
2015-09-26 05,3412
2015-09-26 06,4466
2015-09-26 07,7089
2015-09-26 08,11535
2015-09-26 09,14985
2015-09-26 10,17596
2015-09-26 11,19248
2015-09-26 12,20256
2015-09-26 13,20179
2015-09-26 14,19726
2015-09-26 15,19662
2015-09-26 16,17003
2015-09-26 17,19494
2015-09-26 18,22046
2015-09-26 19,22820
2015-09-26 20,21322
2015-09-26 21,22204
2015-09-26 22,25100
2015-09-26 23,25315
2015-09-27 00,23794
2015-09-27 01,21367
2015-09-27 02,18214
2015-09-27 03,13465
2015-09-27 04,8359
2015-09-27 05,3569
2015-09-27 06,4134
2015-09-27 07,5953
2015-09-27 08,8909
2015-09-27 09,12546
2015-09-27 10,16442
2015-09-27 11,18876
2015-09-27 12,19314
2015-09-27 13,18869
2015-09-27 14,18165
2015-09-27 15,17789
2015-09-27 16,16488
2015-09-27 17,17167
2015-09-27 18,18273
2015-09-27 19,17895
2015-09-27 20,16370
2015-09-27 21,16196
2015-09-27 22,14810
2015-09-27 23,11529
2015-09-28 00,7074
2015-09-28 01,4235
2015-09-28 02,2710
2015-09-28 03,1930
2015-09-28 04,2189
2015-09-28 05,3643
2015-09-28 06,9543
2015-09-28 07,15313
2015-09-28 08,16563
2015-09-28 09,14600
2015-09-28 10,12977
2015-09-28 11,13798
2015-09-28 12,14482
2015-09-28 13,14462
2015-09-28 14,15116
2015-09-28 15,14884
2015-09-28 16,13476
2015-09-28 17,16828
2015-09-28 18,19965
2015-09-28 19,19699
2015-09-28 20,19753
2015-09-28 21,19933
2015-09-28 22,18319
2015-09-28 23,13288
2015-09-29 00,8538
2015-09-29 01,4883
2015-09-29 02,2894
2015-09-29 03,1974
2015-09-29 04,2017
2015-09-29 05,3633
2015-09-29 06,10190
2015-09-29 07,17401
2015-09-29 08,18776
2015-09-29 09,17188
2015-09-29 10,15283
2015-09-29 11,15591
2015-09-29 12,16246
2015-09-29 13,15635
2015-09-29 14,16976
2015-09-29 15,15892
2015-09-29 16,13904
2015-09-29 17,17862
2015-09-29 18,21742
2015-09-29 19,22805
2015-09-29 20,22876
2015-09-29 21,23429
2015-09-29 22,21584
2015-09-29 23,16607
2015-09-30 00,10408
2015-09-30 01,6162
2015-09-30 02,4045
2015-09-30 03,2513
2015-09-30 04,2173
2015-09-30 05,3650
2015-09-30 06,10374
2015-09-30 07,17845
2015-09-30 08,20018
2015-09-30 09,19450
2015-09-30 10,16855
2015-09-30 11,16575
2015-09-30 12,16509
2015-09-30 13,16377
2015-09-30 14,17168
2015-09-30 15,15776
2015-09-30 16,13698
2015-09-30 17,17921
2015-09-30 18,22071
2015-09-30 19,23372
2015-09-30 20,24317
2015-09-30 21,24684
2015-09-30 22,23013
2015-09-30 23,18502
2015-10-01 00,11962
2015-10-01 01,7216
2015-10-01 02,4530
2015-10-01 03,2872
2015-10-01 04,2650
2015-10-01 05,3768
2015-10-01 06,10231
2015-10-01 07,18407
2015-10-01 08,20575
2015-10-01 09,19291
2015-10-01 10,17710
2015-10-01 11,17513
2015-10-01 12,17961
2015-10-01 13,17434
2015-10-01 14,18358
2015-10-01 15,17069
2015-10-01 16,13596
2015-10-01 17,17467
2015-10-01 18,21608
2015-10-01 19,22932
2015-10-01 20,23741
2015-10-01 21,23534
2015-10-01 22,23262
2015-10-01 23,20923
2015-10-02 00,15552
2015-10-02 01,9804
2015-10-02 02,6374
2015-10-02 03,4426
2015-10-02 04,3327
2015-10-02 05,3991
2015-10-02 06,10195
2015-10-02 07,18078
2015-10-02 08,20044
2015-10-02 09,19754
2015-10-02 10,18335
2015-10-02 11,18737
2015-10-02 12,18367
2015-10-02 13,17882
2015-10-02 14,19265
2015-10-02 15,17362
2015-10-02 16,14848
2015-10-02 17,19307
2015-10-02 18,22995
2015-10-02 19,24406
2015-10-02 20,23206
2015-10-02 21,22969
2015-10-02 22,22644
2015-10-02 23,22633
2015-10-03 00,20464
2015-10-03 01,16563
2015-10-03 02,13243
2015-10-03 03,9160
2015-10-03 04,5597
2015-10-03 05,2768
2015-10-03 06,3888
2015-10-03 07,6698
2015-10-03 08,10330
2015-10-03 09,14893
2015-10-03 10,17106
2015-10-03 11,19214
2015-10-03 12,19923
2015-10-03 13,20406
2015-10-03 14,21059
2015-10-03 15,21703
2015-10-03 16,18498
2015-10-03 17,20858
2015-10-03 18,22519
2015-10-03 19,23848
2015-10-03 20,19949
2015-10-03 21,20002
2015-10-03 22,22447
2015-10-03 23,24081
2015-10-04 00,23137
2015-10-04 01,20718
2015-10-04 02,17618
2015-10-04 03,12838
2015-10-04 04,7882
2015-10-04 05,3336
2015-10-04 06,3449
2015-10-04 07,4930
2015-10-04 08,7304
2015-10-04 09,11442
2015-10-04 10,15502
2015-10-04 11,18156
2015-10-04 12,20087
2015-10-04 13,18692
2015-10-04 14,17779
2015-10-04 15,16987
2015-10-04 16,17056
2015-10-04 17,18067
2015-10-04 18,19167
2015-10-04 19,18597
2015-10-04 20,15854
2015-10-04 21,14879
2015-10-04 22,12659
2015-10-04 23,9853
2015-10-05 00,6371
2015-10-05 01,3671
2015-10-05 02,2515
2015-10-05 03,1657
2015-10-05 04,1774
2015-10-05 05,3472
2015-10-05 06,9698
2015-10-05 07,16500
2015-10-05 08,19242
2015-10-05 09,17454
2015-10-05 10,15585
2015-10-05 11,15037
2015-10-05 12,15691
2015-10-05 13,15132
2015-10-05 14,16300
2015-10-05 15,17089
2015-10-05 16,15308
2015-10-05 17,18632
2015-10-05 18,22821
2015-10-05 19,22842
2015-10-05 20,21011
2015-10-05 21,19928
2015-10-05 22,16983
2015-10-05 23,12387
2015-10-06 00,7634
2015-10-06 01,4445
2015-10-06 02,2841
2015-10-06 03,1895
2015-10-06 04,1919
2015-10-06 05,3470
2015-10-06 06,9865
2015-10-06 07,18805
2015-10-06 08,20114
2015-10-06 09,18408
2015-10-06 10,16369
2015-10-06 11,16370
2015-10-06 12,16607
2015-10-06 13,16428
2015-10-06 14,17920
2015-10-06 15,17681
2015-10-06 16,15345
2015-10-06 17,19411
2015-10-06 18,23939
2015-10-06 19,24796
2015-10-06 20,23290
2015-10-06 21,22863
2015-10-06 22,21055
2015-10-06 23,16072
2015-10-07 00,9965
2015-10-07 01,5689
2015-10-07 02,3452
2015-10-07 03,2337
2015-10-07 04,2173
2015-10-07 05,3476
2015-10-07 06,10016
2015-10-07 07,18331
2015-10-07 08,20835
2015-10-07 09,19635
2015-10-07 10,17500
2015-10-07 11,17405
2015-10-07 12,17684
2015-10-07 13,17566
2015-10-07 14,18294
2015-10-07 15,17331
2015-10-07 16,14922
2015-10-07 17,18966
2015-10-07 18,23622
2015-10-07 19,25005
2015-10-07 20,24226
2015-10-07 21,24240
2015-10-07 22,22211
2015-10-07 23,18232
2015-10-08 00,11374
2015-10-08 01,6745
2015-10-08 02,4254
2015-10-08 03,2715
2015-10-08 04,2419
2015-10-08 05,3762
2015-10-08 06,10039
2015-10-08 07,18680
2015-10-08 08,21137
2015-10-08 09,20142
2015-10-08 10,18217
2015-10-08 11,17756
2015-10-08 12,18266
2015-10-08 13,18172
2015-10-08 14,19188
2015-10-08 15,17752
2015-10-08 16,14735
2015-10-08 17,19077
2015-10-08 18,23714
2015-10-08 19,25565
2015-10-08 20,25218
2015-10-08 21,24358
2015-10-08 22,23652
2015-10-08 23,21323
2015-10-09 00,15445
2015-10-09 01,10012
2015-10-09 02,6691
2015-10-09 03,4421
2015-10-09 04,3643
2015-10-09 05,3915
2015-10-09 06,9638
2015-10-09 07,17474
2015-10-09 08,20243
2015-10-09 09,19886
2015-10-09 10,17972
2015-10-09 11,17706
2015-10-09 12,18814
2015-10-09 13,17549
2015-10-09 14,18846
2015-10-09 15,17319
2015-10-09 16,14795
2015-10-09 17,17891
2015-10-09 18,20918
2015-10-09 19,21288
2015-10-09 20,20849
2015-10-09 21,22066
2015-10-09 22,22244
2015-10-09 23,22409
2015-10-10 00,21275
2015-10-10 01,19663
2015-10-10 02,15446
2015-10-10 03,11465
2015-10-10 04,7121
2015-10-10 05,3700
2015-10-10 06,4897
2015-10-10 07,7219
2015-10-10 08,11545
2015-10-10 09,15841
2015-10-10 10,18100
2015-10-10 11,19792
2015-10-10 12,20548
2015-10-10 13,20374
2015-10-10 14,19693
2015-10-10 15,19677
2015-10-10 16,17237
2015-10-10 17,19247
2015-10-10 18,23652
2015-10-10 19,24679
2015-10-10 20,22342
2015-10-10 21,21604
2015-10-10 22,23518
2015-10-10 23,24398
2015-10-11 00,24356
2015-10-11 01,21624
2015-10-11 02,18157
2015-10-11 03,13797
2015-10-11 04,8635
2015-10-11 05,3762
2015-10-11 06,3977
2015-10-11 07,5249
2015-10-11 08,8116
2015-10-11 09,11992
2015-10-11 10,16284
2015-10-11 11,18098
2015-10-11 12,18714
2015-10-11 13,18155
2015-10-11 14,17521
2015-10-11 15,17179
2015-10-11 16,15589
2015-10-11 17,16756
2015-10-11 18,18983
2015-10-11 19,18886
2015-10-11 20,16882
2015-10-11 21,16746
2015-10-11 22,15189
2015-10-11 23,13315
2015-10-12 00,9530
2015-10-12 01,6339
2015-10-12 02,4108
2015-10-12 03,2888
2015-10-12 04,2722
2015-10-12 05,3253
2015-10-12 06,6803
2015-10-12 07,11198
2015-10-12 08,14302
2015-10-12 09,15467
2015-10-12 10,14713
2015-10-12 11,14657
2015-10-12 12,15093
2015-10-12 13,15188
2015-10-12 14,16226
2015-10-12 15,16255
2015-10-12 16,15609
2015-10-12 17,18383
2015-10-12 18,21243
2015-10-12 19,20880
2015-10-12 20,18937
2015-10-12 21,17882
2015-10-12 22,15935
2015-10-12 23,11828
2015-10-13 00,7791
2015-10-13 01,4758
2015-10-13 02,2721
2015-10-13 03,1872
2015-10-13 04,1923
2015-10-13 05,3513
2015-10-13 06,10065
2015-10-13 07,17870
2015-10-13 08,20370
2015-10-13 09,19629
2015-10-13 10,17700
2015-10-13 11,17279
2015-10-13 12,18146
2015-10-13 13,17912
2015-10-13 14,18245
2015-10-13 15,17428
2015-10-13 16,15550
2015-10-13 17,19385
2015-10-13 18,23833
2015-10-13 19,23900
2015-10-13 20,22888
2015-10-13 21,22874
2015-10-13 22,19760
2015-10-13 23,16169
2015-10-14 00,9633
2015-10-14 01,5522
2015-10-14 02,3509
2015-10-14 03,2375
2015-10-14 04,2280
2015-10-14 05,3608
2015-10-14 06,9692
2015-10-14 07,18205
2015-10-14 08,20966
2015-10-14 09,19598
2015-10-14 10,17826
2015-10-14 11,17501
2015-10-14 12,17722
2015-10-14 13,17482
2015-10-14 14,19080
2015-10-14 15,17482
2015-10-14 16,14621
2015-10-14 17,19288
2015-10-14 18,24032
2015-10-14 19,24957
2015-10-14 20,24593
2015-10-14 21,24373
2015-10-14 22,22850
2015-10-14 23,17597
2015-10-15 00,11311
2015-10-15 01,7041
2015-10-15 02,4045
2015-10-15 03,2728
2015-10-15 04,2374
2015-10-15 05,3734
2015-10-15 06,10193
2015-10-15 07,19236
2015-10-15 08,21500
2015-10-15 09,19902
2015-10-15 10,18283
2015-10-15 11,18019
2015-10-15 12,18264
2015-10-15 13,17871
2015-10-15 14,18430
2015-10-15 15,17306
2015-10-15 16,13853
2015-10-15 17,18291
2015-10-15 18,23120
2015-10-15 19,25264
2015-10-15 20,25558
2015-10-15 21,25587
2015-10-15 22,24008
2015-10-15 23,22270
2015-10-16 00,16200
2015-10-16 01,10425
2015-10-16 02,6591
2015-10-16 03,4354
2015-10-16 04,3553
2015-10-16 05,3902
2015-10-16 06,9772
2015-10-16 07,18749
2015-10-16 08,21140
2015-10-16 09,19924
2015-10-16 10,18211
2015-10-16 11,19068
2015-10-16 12,18849
2015-10-16 13,18113
2015-10-16 14,19717
2015-10-16 15,17623
2015-10-16 16,14797
2015-10-16 17,19806
2015-10-16 18,24433
2015-10-16 19,26704
2015-10-16 20,24249
2015-10-16 21,24648
2015-10-16 22,25362
2015-10-16 23,23527
2015-10-17 00,21525
2015-10-17 01,19256
2015-10-17 02,15995
2015-10-17 03,11854
2015-10-17 04,7293
2015-10-17 05,3684
2015-10-17 06,4645
2015-10-17 07,7682
2015-10-17 08,12450
2015-10-17 09,16692
2015-10-17 10,19311
2015-10-17 11,20926
2015-10-17 12,22082
2015-10-17 13,22167
2015-10-17 14,20872
2015-10-17 15,21296
2015-10-17 16,18895
2015-10-17 17,21437
2015-10-17 18,25177
2015-10-17 19,27526
2015-10-17 20,23887
2015-10-17 21,23187
2015-10-17 22,24747
2015-10-17 23,26742
2015-10-18 00,24711
2015-10-18 01,21683
2015-10-18 02,17695
2015-10-18 03,13035
2015-10-18 04,8004
2015-10-18 05,3484
2015-10-18 06,3681
2015-10-18 07,6026
2015-10-18 08,9357
2015-10-18 09,13595
2015-10-18 10,18071
2015-10-18 11,20553
2015-10-18 12,21854
2015-10-18 13,21198
2015-10-18 14,20120
2015-10-18 15,18930
2015-10-18 16,17009
2015-10-18 17,18315
2015-10-18 18,20343
2015-10-18 19,20389
2015-10-18 20,17767
2015-10-18 21,16947
2015-10-18 22,14178
2015-10-18 23,11251
2015-10-19 00,7234
2015-10-19 01,3970
2015-10-19 02,2606
2015-10-19 03,1777
2015-10-19 04,2072
2015-10-19 05,3719
2015-10-19 06,9943
2015-10-19 07,17151
2015-10-19 08,19931
2015-10-19 09,18827
2015-10-19 10,16764
2015-10-19 11,16457
2015-10-19 12,16796
2015-10-19 13,16278
2015-10-19 14,17775
2015-10-19 15,17671
2015-10-19 16,16213
2015-10-19 17,19752
2015-10-19 18,23418
2015-10-19 19,23850
2015-10-19 20,21886
2015-10-19 21,21346
2015-10-19 22,18174
2015-10-19 23,13170
2015-10-20 00,7667
2015-10-20 01,4349
2015-10-20 02,2753
2015-10-20 03,1876
2015-10-20 04,1773
2015-10-20 05,3452
2015-10-20 06,9742
2015-10-20 07,18256
2015-10-20 08,20836
2015-10-20 09,19540
2015-10-20 10,17313
2015-10-20 11,17147
2015-10-20 12,17251
2015-10-20 13,16798
2015-10-20 14,18032
2015-10-20 15,17529
2015-10-20 16,15274
2015-10-20 17,19434
2015-10-20 18,23663
2015-10-20 19,24760
2015-10-20 20,23586
2015-10-20 21,22808
2015-10-20 22,20440
2015-10-20 23,16190
2015-10-21 00,9662
2015-10-21 01,5582
2015-10-21 02,3552
2015-10-21 03,2260
2015-10-21 04,2261
2015-10-21 05,3551
2015-10-21 06,9707
2015-10-21 07,17494
2015-10-21 08,19968
2015-10-21 09,18779
2015-10-21 10,17775
2015-10-21 11,17757
2015-10-21 12,17916
2015-10-21 13,17367
2015-10-21 14,18353
2015-10-21 15,17306
2015-10-21 16,14766
2015-10-21 17,19625
2015-10-21 18,23968
2015-10-21 19,25380
2015-10-21 20,24382
2015-10-21 21,23992
2015-10-21 22,22311
2015-10-21 23,17980
2015-10-22 00,12182
2015-10-22 01,6750
2015-10-22 02,4254
2015-10-22 03,2781
2015-10-22 04,2414
2015-10-22 05,3486
2015-10-22 06,10130
2015-10-22 07,18873
2015-10-22 08,21462
2015-10-22 09,20062
2015-10-22 10,18101
2015-10-22 11,17753
2015-10-22 12,18203
2015-10-22 13,18097
2015-10-22 14,19049
2015-10-22 15,18090
2015-10-22 16,15244
2015-10-22 17,19973
2015-10-22 18,24467
2015-10-22 19,25158
2015-10-22 20,24820
2015-10-22 21,24993
2015-10-22 22,23630
2015-10-22 23,20925
2015-10-23 00,16140
2015-10-23 01,10605
2015-10-23 02,6786
2015-10-23 03,4402
2015-10-23 04,3514
2015-10-23 05,3973
2015-10-23 06,9791
2015-10-23 07,18432
2015-10-23 08,20945
2015-10-23 09,19812
2015-10-23 10,18283
2015-10-23 11,18256
2015-10-23 12,18154
2015-10-23 13,17236
2015-10-23 14,18676
2015-10-23 15,16956
2015-10-23 16,14607
2015-10-23 17,19208
2015-10-23 18,23978
2015-10-23 19,26574
2015-10-23 20,25276
2015-10-23 21,24931
2015-10-23 22,25687
2015-10-23 23,25076
2015-10-24 00,22896
2015-10-24 01,20047
2015-10-24 02,17178
2015-10-24 03,12392
2015-10-24 04,7273
2015-10-24 05,3381
2015-10-24 06,4311
2015-10-24 07,7613
2015-10-24 08,11662
2015-10-24 09,16159
2015-10-24 10,19454
2015-10-24 11,20224
2015-10-24 12,21526
2015-10-24 13,21022
2015-10-24 14,20244
2015-10-24 15,19392
